timestamp,run_id,model_name,budget_mode,scheme,score_scheme,score_bits,score_decay_scheme,score_decay_application,score_length_bits,score_frac_bits,score_signed,hw_delta_bits,hw_age_lut_entries,ratio,window_tokens,window_ratio,high_bits,low_bits,high_precision_native,sweep_mode,num_samples,num_records,max_tokens,seed,t_p,k,seq_len,accuracy,baseline_accuracy,kv_size_before,kv_size_after,compression_pct,avg_seq_len,kv_bytes_occupied
2026-09-11 19:25:35,20260911_192018,meta-llama/Llama-2-7b-chat-hf,fixed_length,pow2,fixed,,lut,ranking,30,16,False,17,512,0.25,64,0.5,8,2,True,grid,40,40,4096,0,1108,277,4096,0.7,0.975,2147483648.0,395509760.0,18.4173583984375,1156.225,606194892.8
2026-09-11 19:31:11,20260911_192018,meta-llama/Llama-2-7b-chat-hf,fixed_length,pow2,fixed,,lut,ranking,30,16,False,17,512,0.5,64,0.5,8,2,True,grid,40,40,4096,0,1108,554,4096,0.825,0.975,2147483648.0,522584064.0,24.334716796875,1156.225,606194892.8
2026-09-11 19:36:56,20260911_192018,meta-llama/Llama-2-7b-chat-hf,fixed_length,pow2,fixed,,lut,ranking,30,16,False,17,512,0.25,64,0.5,8,3,True,grid,40,40,4096,0,1108,277,4096,0.975,0.975,2147483648.0,520650752.0,24.24468994140625,1156.225,606194892.8
2026-09-11 19:42:40,20260911_192018,meta-llama/Llama-2-7b-chat-hf,fixed_length,pow2,fixed,,lut,ranking,30,16,False,17,512,0.5,64,0.5,8,3,True,grid,40,40,4096,0,1108,554,4096,0.975,0.975,2147483648.0,638648320.0,29.7393798828125,1156.225,606194892.8
2026-09-11 19:47:59,20260911_192018,meta-llama/Llama-2-7b-chat-hf,fixed_length,pow2,fixed,,lut,ranking,30,16,False,17,512,0.25,128,0.5,8,2,True,grid,40,40,4096,0,1108,277,4096,0.675,0.975,2147483648.0,395509760.0,18.4173583984375,1156.225,606194892.8
2026-09-11 19:53:33,20260911_192018,meta-llama/Llama-2-7b-chat-hf,fixed_length,pow2,fixed,,lut,ranking,30,16,False,17,512,0.5,128,0.5,8,2,True,grid,40,40,4096,0,1108,554,4096,0.825,0.975,2147483648.0,522584064.0,24.334716796875,1156.225,606194892.8
2026-09-11 19:59:20,20260911_192018,meta-llama/Llama-2-7b-chat-hf,fixed_length,pow2,fixed,,lut,ranking,30,16,False,17,512,0.25,128,0.5,8,3,True,grid,40,40,4096,0,1108,277,4096,0.975,0.975,2147483648.0,520650752.0,24.24468994140625,1156.225,606194892.8
2026-09-11 20:05:06,20260911_192018,meta-llama/Llama-2-7b-chat-hf,fixed_length,pow2,fixed,,lut,ranking,30,16,False,17,512,0.5,128,0.5,8,3,True,grid,40,40,4096,0,1108,554,4096,0.975,0.975,2147483648.0,638648320.0,29.7393798828125,1156.225,606194892.8
2026-09-11 20:10:04,20260911_192018,meta-llama/Llama-2-7b-chat-hf,fixed_length,pow2,fixed,,lut,ranking,30,16,False,17,512,0.25,256,0.5,8,2,True,grid,40,40,4096,0,1108,277,4096,0.65,0.975,2147483648.0,395509760.0,18.4173583984375,1156.225,606194892.8
2026-09-11 20:15:26,20260911_192018,meta-llama/Llama-2-7b-chat-hf,fixed_length,pow2,fixed,,lut,ranking,30,16,False,17,512,0.5,256,0.5,8,2,True,grid,40,40,4096,0,1108,554,4096,0.725,0.975,2147483648.0,522584064.0,24.334716796875,1156.225,606194892.8
2026-09-11 20:20:55,20260911_192018,meta-llama/Llama-2-7b-chat-hf,fixed_length,pow2,fixed,,lut,ranking,30,16,False,17,512,0.25,256,0.5,8,3,True,grid,40,40,4096,0,1108,277,4096,0.975,0.975,2147483648.0,520650752.0,24.24468994140625,1156.225,606194892.8
2026-09-11 20:26:43,20260911_192018,meta-llama/Llama-2-7b-chat-hf,fixed_length,pow2,fixed,,lut,ranking,30,16,False,17,512,0.5,256,0.5,8,3,True,grid,40,40,4096,0,1108,554,4096,0.975,0.975,2147483648.0,638648320.0,29.7393798828125,1156.225,606194892.8
